1,2,3,2,96.1135,32.3289
1,2,3,3,95.3516,28.5291
1,2,4,0,97.3842,65.3321
1,2,4,1,96.6959,46.4138
1,2,4,2,96.7267,36.6436
1,2,4,3,96.3281,32.6495
1,3,0,0,91.8431,39.3429
1,3,0,1,90.1373,31.9996
1,3,0,2,88.7856,27.7898
1,3,0,3,85.8594,26.7192
1,3,1,0,94.9381,40.4861
1,3,1,1,93.9490,32.4570
1,3,1,2,92.2567,27.7597
1,3,1,3,90.9277,25.8439
1,3,2,0,95.9864,42.9065
1,3,2,1,95.7504,33.2557
1,3,2,2,94.2840,30.6735
1,3,2,3,93.5352,28.4680
1,3,3,0,97.2644,53.0343
1,3,3,1,96.7655,38.5822
1,3,3,2,95.8465,33.8662
1,3,3,3,95.3418,29.2656
1,3,4,0,94.6785,73.8323
1,3,4,1,97.3925,51.2761
1,3,4,2,96.8552,39.7882
1,3,4,3,96.7383,35.3251
2,0,0,0,93.3207,34.1894
2,0,0,1,93.5510,30.0191
2,0,0,2,92.8303,26.4088
2,0,0,3,92.0020,25.2288
2,0,1,0,95.7169,35.3790
2,0,1,1,94.7054,29.9819
2,0,1,2,94.3434,27.1224
2,0,1,3,92.8223,25.6887
2,0,2,0,96.3359,38.0142
2,0,2,1,96.4271,32.7146
2,0,2,2,95.1246,28.8036
2,0,2,3,93.9648,26.2990
2,0,3,0,97.1346,41.7943
2,0,3,1,96.9148,34.7544
2,0,3,2,96.4003,29.4288
2,0,3,3,95.8398,27.1066
2,0,4,0,97.7236,50.5652
2,0,4,1,97.2830,37.9592
2,0,4,2,96.8750,32.2927
2,0,4,3,96.3184,29.7895
2,1,0,0,94.2891,36.9790
2,1,0,1,93.3420,31.7121
2,1,0,2,92.8896,27.1423
2,1,0,3,92.3047,25.4473
2,1,1,0,95.6669,37.1411
2,1,1,1,95.0338,30.8797
2,1,1,2,94.5016,27.6195
2,1,1,3,93.2812,25.3987
2,1,2,0,96.7053,39.3419
2,1,2,1,96.0987,32.5714
2,1,2,2,96.0146,27.6255
2,1,2,3,95.1367,26.1062
2,1,3,0,97.7436,44.6811
2,1,3,1,97.4025,34.4110
2,1,3,2,97.0233,30.4251
2,1,3,3,96.3086,27.2635
2,1,4,0,97.6837,57.6263
2,1,4,1,97.3925,43.4125
2,1,4,2,97.4387,34.7791
2,1,4,3,96.9238,30.8778
2,2,0,0,93.4105,36.3814
2,2,0,1,92.6055,30.2055
2,2,0,2,92.2369,27.3307
2,2,0,3,91.1035,25.7713
2,2,1,0,95.4473,42.3805
2,2,1,1,95.2528,32.8322
2,2,1,2,94.1653,28.4593
2,2,1,3,93.5352,27.5177
2,2,2,0,97.0647,40.3502
2,2,2,1,96.2082,32.4759
2,2,2,2,95.9751,29.4308
2,2,2,3,95.5469,26.5021
2,2,3,0,97.3143,47.1596
2,2,3,1,97.2134,36.4430
2,2,3,2,96.9442,31.2304
2,2,3,3,96.4551,27.7320
2,2,4,0,96.9549,65.9741
2,2,4,1,97.5219,46.6375
2,2,4,2,97.2903,36.9973
2,2,4,3,97.0801,32.2759
2,3,0,0,94.1394,39.2602
2,3,0,1,92.0283,31.9787
2,3,0,2,90.5162,27.6931
2,3,0,3,89.3848,26.4109
2,3,1,0,95.3974,40.9668
2,3,1,1,94.3770,33.1478
2,3,1,2,93.8489,28.7818
2,3,1,3,93.1641,26.5394
2,3,2,0,96.5954,44.0866
2,3,2,1,96.5963,34.6986
2,3,2,2,95.2334,31.8059
2,3,2,3,94.8535,27.6779
2,3,3,0,97.3742,53.7622
2,3,3,1,96.9347,38.8727
2,3,3,2,96.7959,33.6390
2,3,3,3,95.6055,29.1096
2,3,4,0,97.1046,73.2037
2,3,4,1,97.0641,50.8564
2,3,4,2,97.3497,39.4978
2,3,4,3,96.7383,34.8841
3,0,0,0,94.1094,32.8732
3,0,0,1,94.1680,28.5201
3,0,0,2,93.9577,25.9492
3,0,0,3,94.2578,24.6179
3,0,1,0,95.6669,33.7436
3,0,1,1,95.6011,29.7439
3,0,1,2,96.2816,26.2981
3,0,1,3,95.5371,24.9502
3,0,2,0,96.6753,36.9948
3,0,2,1,96.7158,30.2555
3,0,2,2,96.8354,27.0346
3,0,2,3,96.5430,25.4843
3,0,3,0,96.8251,42.6999
3,0,3,1,97.1238,33.5220
3,0,3,2,97.0926,30.4930
3,0,3,3,96.2695,27.0025
3,0,4,0,96.9948,53.4719
3,0,4,1,97.2432,38.6249
3,0,4,2,97.2903,31.6226
3,0,4,3,97.6465,29.0796
3,1,0,0,93.5104,35.7839
3,1,0,1,93.6803,29.8549
3,1,0,2,93.8588,26.5274
3,1,0,3,93.7402,24.9277
3,1,1,0,95.8067,36.1754
3,1,1,1,94.9443,29.7524
3,1,1,2,95.8070,26.9288
3,1,1,3,95.5566,25.3552
3,1,2,0,96.2161,38.3014
